origin,destination,year,inflows
Greece,Slovenia,2008,10
Greece,Slovenia,2009,10
Greece,Slovenia,2011,22
Greece,Slovenia,2012,32
Greece,Slovenia,2013,29
Greece,Slovenia,2014,29
Greece,Slovenia,2015,35
Greece,Slovenia,2016,44
Hungary,Austria,2000,2408
Hungary,Austria,2001,3039
Hungary,Austria,2002,2640
Hungary,Austria,2003,2844
Hungary,Austria,2004,3156
Hungary,Austria,2005,3424
Hungary,Austria,2006,3567
Hungary,Austria,2007,4478
Hungary,Austria,2008,5164
Hungary,Austria,2009,5768
Hungary,Austria,2010,6412
Hungary,Austria,2011,9250
Hungary,Austria,2012,13066
Hungary,Austria,2013,14935
Hungary,Austria,2014,14538
Hungary,Austria,2015,14394
Hungary,Austria,2016,13326
Hungary,Belgium,2008,799
Hungary,Belgium,2009,850
Hungary,Belgium,2010,974
Hungary,Belgium,2011,1126
Hungary,Belgium,2012,1199
Hungary,Belgium,2013,1113
Hungary,Belgium,2014,838
Hungary,Belgium,2015,765
Hungary,Belgium,2016,608
Hungary,Czech Republic,2003,45
Hungary,Czech Republic,2004,59
Hungary,Czech Republic,2005,26
Hungary,Czech Republic,2006,14
Hungary,Czech Republic,2007,75
Hungary,Czech Republic,2008,68
Hungary,Czech Republic,2009,76
Hungary,Czech Republic,2010,81
Hungary,Czech Republic,2011,88
Hungary,Czech Republic,2012,123
Hungary,Czech Republic,2013,374
Hungary,Czech Republic,2014,709
Hungary,Czech Republic,2015,776
Hungary,Czech Republic,2016,911
Hungary,Denmark,2000,72
Hungary,Denmark,2001,83
Hungary,Denmark,2002,47
Hungary,Denmark,2003,64
Hungary,Denmark,2004,102
Hungary,Denmark,2005,136
Hungary,Denmark,2006,168
Hungary,Denmark,2007,300
Hungary,Denmark,2008,407
Hungary,Denmark,2009,419
Hungary,Denmark,2010,441
Hungary,Denmark,2011,449
Hungary,Denmark,2012,721
Hungary,Denmark,2013,770
Hungary,Denmark,2014,854
Hungary,Denmark,2015,771
Hungary,Denmark,2016,771
Hungary,Finland,2000,128
Hungary,Finland,2001,104
Hungary,Finland,2002,61
Hungary,Finland,2003,46
Hungary,Finland,2004,77
Hungary,Finland,2005,77
Hungary,Finland,2006,68
Hungary,Finland,2007,202
Hungary,Finland,2008,325
Hungary,Finland,2009,182
Hungary,Finland,2010,171
Hungary,Finland,2011,277
Hungary,Finland,2012,251
Hungary,Finland,2013,247
Hungary,Finland,2014,184
Hungary,Finland,2015,196
Hungary,Finland,2016,151
Hungary,France,2000,210
Hungary,France,2001,258
Hungary,France,2002,202
Hungary,France,2003,189
Hungary,France,2004,154
Hungary,France,2005,118
Hungary,France,2006,0
Hungary,France,2007,0
Hungary,France,2008,0
Hungary,France,2009,0
Hungary,France,2010,0
Hungary,France,2011,0
Hungary,France,2012,0
Hungary,France,2013,640
Hungary,France,2014,849
Hungary,France,2015,634
Hungary,France,2016,686
Hungary,Germany,2000,16056
Hungary,Germany,2001,17039
Hungary,Germany,2002,16506
Hungary,Germany,2003,14252
Hungary,Germany,2004,17411
Hungary,Germany,2005,18574
Hungary,Germany,2006,18634
Hungary,Germany,2007,22163
Hungary,Germany,2008,25151
Hungary,Germany,2009,25270
Hungary,Germany,2010,29286
Hungary,Germany,2011,41132
Hungary,Germany,2012,54491
Hungary,Germany,2013,59995
Hungary,Germany,2014,58779
Hungary,Germany,2015,58096
Hungary,Germany,2016,51591
Hungary,Hungary,2001,0
Hungary,Hungary,2002,0
Hungary,Hungary,2003,0
Hungary,Hungary,2004,0
Hungary,Hungary,2005,0
Hungary,Hungary,2006,0
Hungary,Hungary,2007,0
Hungary,Hungary,2008,0
Hungary,Hungary,2009,0
Hungary,Hungary,2010,0
Hungary,Hungary,2011,0
Hungary,Hungary,2012,0
Hungary,Hungary,2013,0
Hungary,Hungary,2014,0
Hungary,Hungary,2015,0
Hungary,Hungary,2016,0
Hungary,Iceland,2000,4
Hungary,Iceland,2001,8
Hungary,Iceland,2002,6
Hungary,Iceland,2003,0
Hungary,Iceland,2004,7
Hungary,Iceland,2005,9
Hungary,Iceland,2006,17
Hungary,Iceland,2007,42
Hungary,Iceland,2008,88
Hungary,Iceland,2009,24
Hungary,Iceland,2010,32
Hungary,Iceland,2011,30
Hungary,Iceland,2012,31
Hungary,Iceland,2013,43
Hungary,Iceland,2014,66
Hungary,Iceland,2015,79
Hungary,Iceland,2016,115
Hungary,Italy,2000,414
Hungary,Italy,2002,351
Hungary,Italy,2003,677
Hungary,Italy,2004,602
Hungary,Italy,2005,545
Hungary,Italy,2006,613
Hungary,Italy,2007,1409
Hungary,Italy,2008,1144
Hungary,Italy,2009,1054
Hungary,Italy,2010,921
Hungary,Italy,2011,871
Hungary,Italy,2012,853
Hungary,Italy,2013,710
Hungary,Italy,2014,656
Hungary,Italy,2015,668
Hungary,Italy,2016,619
Hungary,Luxembourg,2000,46
Hungary,Luxembourg,2001,43
Hungary,Luxembourg,2002,33
Hungary,Luxembourg,2003,64
Hungary,Luxembourg,2004,94
Hungary,Luxembourg,2005,185
Hungary,Luxembourg,2006,133
Hungary,Luxembourg,2007,144
Hungary,Luxembourg,2008,126
Hungary,Luxembourg,2009,118
Hungary,Luxembourg,2010,138
Hungary,Luxembourg,2011,177
Hungary,Luxembourg,2012,155
Hungary,Luxembourg,2013,228
Hungary,Luxembourg,2014,226
Hungary,Luxembourg,2015,189
Hungary,Luxembourg,2016,193
Hungary,Netherlands,2000,466
Hungary,Netherlands,2001,544
Hungary,Netherlands,2002,434
Hungary,Netherlands,2003,379
Hungary,Netherlands,2004,565
Hungary,Netherlands,2005,594
Hungary,Netherlands,2006,571
Hungary,Netherlands,2007,975
Hungary,Netherlands,2008,1721
Hungary,Netherlands,2009,2190
Hungary,Netherlands,2010,2400
Hungary,Netherlands,2011,2590
Hungary,Netherlands,2012,3084
Hungary,Netherlands,2013,2913
Hungary,Netherlands,2014,2906
Hungary,Netherlands,2015,3040
Hungary,Netherlands,2016,2932
Hungary,Norway,2000,68
Hungary,Norway,2001,51
Hungary,Norway,2002,54
Hungary,Norway,2003,38
Hungary,Norway,2004,61
Hungary,Norway,2005,73
Hungary,Norway,2006,112
Hungary,Norway,2007,206
Hungary,Norway,2008,255
Hungary,Norway,2009,257
Hungary,Norway,2010,397
Hungary,Norway,2011,408
Hungary,Norway,2012,496
Hungary,Norway,2013,582
Hungary,Norway,2014,586
Hungary,Norway,2015,527
Hungary,Norway,2016,347
Hungary,Poland,2000,49
Hungary,Poland,2001,76
Hungary,Poland,2002,122
Hungary,Poland,2003,102
Hungary,Poland,2004,102
Hungary,Poland,2005,98
Hungary,Poland,2006,41
Hungary,Poland,2007,90
Hungary,Poland,2008,108
Hungary,Poland,2009,99
Hungary,Poland,2010,111
Hungary,Poland,2011,121
Hungary,Poland,2012,171
Hungary,Poland,2013,411
Hungary,Poland,2014,411
Hungary,Poland,2015,194
Hungary,Poland,2016,214
Hungary,Slovak Republic,2003,81
Hungary,Slovak Republic,2004,309
Hungary,Slovak Republic,2005,384
Hungary,Slovak Republic,2006,533
Hungary,Slovak Republic,2007,815
Hungary,Slovak Republic,2008,1108
Hungary,Slovak Republic,2009,1065
Hungary,Slovak Republic,2010,1082
Hungary,Slovak Republic,2011,994
Hungary,Slovak Republic,2012,706
Hungary,Slovak Republic,2013,379
Hungary,Slovak Republic,2014,510
Hungary,Slovak Republic,2015,560
Hungary,Slovak Republic,2016,605
Hungary,Spain,2000,205
Hungary,Spain,2001,280
Hungary,Spain,2002,298
Hungary,Spain,2003,253
Hungary,Spain,2004,597
Hungary,Spain,2005,759
Hungary,Spain,2006,1270
Hungary,Spain,2007,2051
Hungary,Spain,2008,1205
Hungary,Spain,2009,888
Hungary,Spain,2010,855
Hungary,Spain,2011,997
Hungary,Spain,2012,997
Hungary,Spain,2013,938
Hungary,Spain,2014,916
Hungary,Spain,2015,959
Hungary,Spain,2016,1037
Hungary,Sweden,2000,146
Hungary,Sweden,2001,167
Hungary,Sweden,2002,222
Hungary,Sweden,2003,159
Hungary,Sweden,2004,228
Hungary,Sweden,2005,269
Hungary,Sweden,2006,462
Hungary,Sweden,2007,776
Hungary,Sweden,2008,1018
Hungary,Sweden,2009,893
Hungary,Sweden,2010,770
Hungary,Sweden,2011,706
Hungary,Sweden,2012,857
Hungary,Sweden,2013,907
Hungary,Sweden,2014,939
Hungary,Sweden,2015,1013
Hungary,Sweden,2016,878
Hungary,Switzerland,2000,449
Hungary,Switzerland,2001,569
Hungary,Switzerland,2002,571
Hungary,Switzerland,2003,390
Hungary,Switzerland,2004,366
Hungary,Switzerland,2005,342
Hungary,Switzerland,2006,458
Hungary,Switzerland,2007,734
Hungary,Switzerland,2008,1060
Hungary,Switzerland,2009,1104
Hungary,Switzerland,2010,1160
Hungary,Switzerland,2011,2089
Hungary,Switzerland,2012,2492
Hungary,Switzerland,2013,2513
Hungary,Switzerland,2014,4205
Hungary,Switzerland,2015,3920
Hungary,Switzerland,2016,3554
Hungary,United Kingdom,2000,1995
Hungary,United Kingdom,2001,3150
Hungary,United Kingdom,2011,4000
Hungary,United Kingdom,2012,5000
Hungary,United Kingdom,2013,7000
Hungary,United Kingdom,2014,8000
Hungary,United Kingdom,2015,9000
Hungary,United Kingdom,2016,3000
Hungary,Estonia,2004,1
Hungary,Estonia,2005,4
Hungary,Estonia,2006,3
Hungary,Estonia,2007,12
Hungary,Estonia,2008,14
Hungary,Estonia,2009,21
Hungary,Estonia,2010,7
Hungary,Estonia,2011,0
Hungary,Estonia,2012,1
Hungary,Estonia,2013,1
Hungary,Estonia,2014,3
Hungary,Estonia,2015,44
Hungary,Estonia,2016,43
Hungary,Slovenia,2007,91
Hungary,Slovenia,2008,187
Hungary,Slovenia,2009,47
Hungary,Slovenia,2010,1
Hungary,Slovenia,2011,201
Hungary,Slovenia,2012,222
Hungary,Slovenia,2013,300
Hungary,Slovenia,2014,285
Hungary,Slovenia,2015,333
Hungary,Slovenia,2016,339
Iceland,Austria,2000,24
Iceland,Austria,2001,34
Iceland,Austria,2002,25
Iceland,Austria,2003,32
Iceland,Austria,2004,22
Iceland,Austria,2005,38
Iceland,Austria,2006,31
Iceland,Austria,2007,25
Iceland,Austria,2008,24
Iceland,Austria,2009,41
Iceland,Austria,2010,51
Iceland,Austria,2011,52
Iceland,Austria,2012,34
Iceland,Austria,2013,23
Iceland,Austria,2014,48
Iceland,Austria,2015,47
Iceland,Austria,2016,27
Iceland,Belgium,2008,35
Iceland,Belgium,2009,44
Iceland,Belgium,2010,57
Iceland,Belgium,2012,31
Iceland,Belgium,2013,62
Iceland,Belgium,2014,25
Iceland,Belgium,2015,24
Iceland,Belgium,2016,33
Iceland,Czech Republic,2003,5
Iceland,Czech Republic,2004,2
Iceland,Czech Republic,2005,4
Iceland,Czech Republic,2006,1
Iceland,Czech Republic,2007,9
Iceland,Czech Republic,2008,3
Iceland,Czech Republic,2009,2
Iceland,Czech Republic,2010,2
Iceland,Czech Republic,2011,4
Iceland,Czech Republic,2013,1
Iceland,Czech Republic,2014,2
Iceland,Czech Republic,2015,1
Iceland,Czech Republic,2016,5
Iceland,Denmark,2000,779
Iceland,Denmark,2001,839
Iceland,Denmark,2002,1111
Iceland,Denmark,2003,1042
Iceland,Denmark,2004,1127
Iceland,Denmark,2005,1106
Iceland,Denmark,2006,1124
Iceland,Denmark,2007,1175
Iceland,Denmark,2008,1109
Iceland,Denmark,2009,1003
Iceland,Denmark,2010,911
Iceland,Denmark,2011,621
Iceland,Denmark,2012,638
Iceland,Denmark,2013,561
Iceland,Denmark,2014,684
Iceland,Denmark,2015,816
Iceland,Denmark,2016,816
Iceland,Finland,2000,35
Iceland,Finland,2001,22
Iceland,Finland,2002,13
Iceland,Finland,2003,23
Iceland,Finland,2004,11
Iceland,Finland,2005,14
Iceland,Finland,2006,23
Iceland,Finland,2007,19
Iceland,Finland,2008,20
Iceland,Finland,2009,29
Iceland,Finland,2010,15
Iceland,Finland,2011,11
Iceland,Finland,2012,10
Iceland,Finland,2013,11
Iceland,Finland,2014,18
Iceland,Finland,2015,16
Iceland,Finland,2016,21
Iceland,France,2000,0
Iceland,France,2001,0
Iceland,France,2002,0
Iceland,France,2003,0
Iceland,France,2004,0
Iceland,France,2005,0
Iceland,France,2006,0
Iceland,France,2007,0
Iceland,France,2008,0
Iceland,France,2009,0
Iceland,France,2010,0
Iceland,France,2011,0
Iceland,France,2012,0
Iceland,France,2013,0
Iceland,France,2014,0
Iceland,France,2016,0
Iceland,Germany,2000,219
Iceland,Germany,2001,221
Iceland,Germany,2002,257
Iceland,Germany,2003,212
Iceland,Germany,2004,215
Iceland,Germany,2005,168
Iceland,Germany,2006,16
Iceland,Germany,2007,147
Iceland,Germany,2008,229
Iceland,Germany,2009,292
Iceland,Germany,2010,270
Iceland,Germany,2011,339
Iceland,Germany,2012,221
Iceland,Germany,2013,227
Iceland,Germany,2014,293
Iceland,Germany,2015,270
Iceland,Germany,2016,270
Iceland,Hungary,2001,0
Iceland,Hungary,2002,0
Iceland,Hungary,2003,0
Iceland,Hungary,2004,0
Iceland,Hungary,2005,22
Iceland,Hungary,2006,1
Iceland,Hungary,2007,5
Iceland,Hungary,2008,27
Iceland,Hungary,2009,9
Iceland,Hungary,2010,13
Iceland,Hungary,2011,22
Iceland,Hungary,2012,18
Iceland,Hungary,2013,15
Iceland,Hungary,2014,19
Iceland,Hungary,2015,17
Iceland,Hungary,2016,7
Iceland,Italy,2000,25
Iceland,Italy,2002,18
Iceland,Italy,2003,55
Iceland,Italy,2004,9
Iceland,Italy,2005,42
Iceland,Italy,2006,16
Iceland,Italy,2007,35
Iceland,Italy,2008,45
Iceland,Italy,2009,30
Iceland,Italy,2010,28
Iceland,Italy,2011,16
Iceland,Italy,2012,11
Iceland,Italy,2013,19
Iceland,Italy,2015,12
Iceland,Italy,2016,15
Iceland,Luxembourg,2000,22
Iceland,Luxembourg,2001,31
Iceland,Luxembourg,2002,16
Iceland,Luxembourg,2003,49
Iceland,Luxembourg,2004,42
Iceland,Luxembourg,2005,50
Iceland,Luxembourg,2006,60
Iceland,Luxembourg,2007,56
Iceland,Luxembourg,2008,27
Iceland,Luxembourg,2009,37
Iceland,Luxembourg,2010,49
Iceland,Luxembourg,2011,22
Iceland,Luxembourg,2012,31
Iceland,Luxembourg,2013,25
Iceland,Luxembourg,2014,14
Iceland,Luxembourg,2015,22
Iceland,Luxembourg,2016,29
Iceland,Netherlands,2000,56
Iceland,Netherlands,2001,82
Iceland,Netherlands,2002,92
Iceland,Netherlands,2003,52
Iceland,Netherlands,2004,68
Iceland,Netherlands,2005,44
Iceland,Netherlands,2006,48
Iceland,Netherlands,2007,91
Iceland,Netherlands,2008,119
Iceland,Netherlands,2009,90
Iceland,Netherlands,2010,84
Iceland,Netherlands,2011,90
Iceland,Netherlands,2012,93
Iceland,Netherlands,2013,85
Iceland,Netherlands,2014,104
Iceland,Netherlands,2015,127
Iceland,Netherlands,2016,137
Iceland,Norway,2000,497
Iceland,Norway,2001,502
Iceland,Norway,2002,575
Iceland,Norway,2003,354
Iceland,Norway,2004,251
Iceland,Norway,2005,267
Iceland,Norway,2006,251
Iceland,Norway,2007,276
Iceland,Norway,2008,347
Iceland,Norway,2009,1584
Iceland,Norway,2010,1678
Iceland,Norway,2011,1726
Iceland,Norway,2012,1450
Iceland,Norway,2013,1104
Iceland,Norway,2014,1135
Iceland,Norway,2015,1002
Iceland,Norway,2016,582
Iceland,Poland,2009,1
Iceland,Poland,2010,5
Iceland,Poland,2011,6
Iceland,Poland,2012,6
Iceland,Poland,2013,5
Iceland,Poland,2014,5
Iceland,Poland,2015,1
Iceland,Poland,2016,7
Iceland,Slovak Republic,2005,3
Iceland,Slovak Republic,2006,1
Iceland,Slovak Republic,2007,5
Iceland,Slovak Republic,2008,2
Iceland,Slovak Republic,2009,2
Iceland,Slovak Republic,2010,1
Iceland,Slovak Republic,2011,2
Iceland,Slovak Republic,2012,4
Iceland,Slovak Republic,2013,14
Iceland,Slovak Republic,2014,17
Iceland,Slovak Republic,2015,7
Iceland,Slovak Republic,2016,5
Iceland,Spain,2000,68
Iceland,Spain,2001,108
Iceland,Spain,2002,96
Iceland,Spain,2003,71
Iceland,Spain,2004,129
Iceland,Spain,2005,193
Iceland,Spain,2006,206
Iceland,Spain,2007,176
Iceland,Spain,2008,135
Iceland,Spain,2009,76
Iceland,Spain,2010,99
Iceland,Spain,2011,138
Iceland,Spain,2012,107
Iceland,Spain,2013,109
Iceland,Spain,2014,127
Iceland,Spain,2015,179
Iceland,Spain,2016,172
Iceland,Sweden,2000,382
Iceland,Sweden,2001,373
Iceland,Sweden,2002,432
Iceland,Sweden,2003,442
Iceland,Sweden,2004,376
Iceland,Sweden,2005,404
Iceland,Sweden,2006,403
Iceland,Sweden,2007,411
Iceland,Sweden,2008,454
Iceland,Sweden,2009,671
Iceland,Sweden,2010,661
Iceland,Sweden,2011,732
Iceland,Sweden,2012,715
Iceland,Sweden,2013,541
Iceland,Sweden,2014,601
Iceland,Sweden,2015,796
Iceland,Sweden,2016,667
Iceland,Switzerland,2000,30
Iceland,Switzerland,2001,25
Iceland,Switzerland,2002,33
Iceland,Switzerland,2003,22
Iceland,Switzerland,2004,39
Iceland,Switzerland,2005,19
Iceland,Switzerland,2006,29
Iceland,Switzerland,2007,28
Iceland,Switzerland,2008,26
Iceland,Switzerland,2009,67
Iceland,Switzerland,2010,60
Iceland,Switzerland,2011,135
Iceland,Switzerland,2012,77
Iceland,Switzerland,2013,76
Iceland,Switzerland,2014,67
Iceland,Switzerland,2015,63
Iceland,Switzerland,2016,81
Iceland,Estonia,2004,0
Iceland,Estonia,2005,1
Iceland,Estonia,2006,0
Iceland,Estonia,2007,2
Iceland,Estonia,2008,0
Iceland,Estonia,2009,3
Iceland,Estonia,2010,0
Iceland,Estonia,2011,0
Iceland,Estonia,2012,1
Iceland,Estonia,2013,0
Iceland,Estonia,2014,0
Iceland,Estonia,2015,4
Iceland,Estonia,2016,1
Iceland,Slovenia,2007,9
Iceland,Slovenia,2008,1
Iceland,Slovenia,2011,2
Iceland,Slovenia,2012,1
Iceland,Slovenia,2013,2
Iceland,Slovenia,2014,1
Iceland,Slovenia,2016,2
Ireland,Austria,2000,103
Ireland,Austria,2001,110
Ireland,Austria,2002,118
Ireland,Austria,2003,135
Ireland,Austria,2004,135
Ireland,Austria,2005,140
Ireland,Austria,2006,133
Ireland,Austria,2007,113
Ireland,Austria,2008,134
Ireland,Austria,2009,127
Ireland,Austria,2010,173
Ireland,Austria,2011,222
Ireland,Austria,2012,176
Ireland,Austria,2013,223
Ireland,Austria,2014,278
Ireland,Austria,2015,252
Ireland,Austria,2016,279
Ireland,Belgium,2000,339
Ireland,Belgium,2001,344
Ireland,Belgium,2002,348
Ireland,Belgium,2003,292
Ireland,Belgium,2004,278
Ireland,Belgium,2005,286
Ireland,Belgium,2006,256
Ireland,Belgium,2007,228
Ireland,Belgium,2008,365
Ireland,Belgium,2009,369
Ireland,Belgium,2010,426
Ireland,Belgium,2011,437
Ireland,Belgium,2012,426
Ireland,Belgium,2013,411
Ireland,Belgium,2014,356
Ireland,Belgium,2015,379
Ireland,Belgium,2016,351
Ireland,Czech Republic,2003,41
Ireland,Czech Republic,2004,58
Ireland,Czech Republic,2005,52
Ireland,Czech Republic,2006,28
Ireland,Czech Republic,2007,95
Ireland,Czech Republic,2008,115
Ireland,Czech Republic,2009,49
Ireland,Czech Republic,2010,30
Ireland,Czech Republic,2011,25
Ireland,Czech Republic,2012,25
Ireland,Czech Republic,2013,45
Ireland,Czech Republic,2014,42
Ireland,Czech Republic,2015,30
Ireland,Czech Republic,2016,30
Ireland,Denmark,2000,71
Ireland,Denmark,2001,72
Ireland,Denmark,2002,74
Ireland,Denmark,2003,77
Ireland,Denmark,2004,73
Ireland,Denmark,2005,89
Ireland,Denmark,2006,93
Ireland,Denmark,2007,89
Ireland,Denmark,2008,91
Ireland,Denmark,2009,89
Ireland,Denmark,2010,105
Ireland,Denmark,2011,122
Ireland,Denmark,2012,114
Ireland,Denmark,2013,141
Ireland,Denmark,2014,166
Ireland,Denmark,2015,223
Ireland,Denmark,2016,223
Ireland,Finland,2000,37
Ireland,Finland,2001,33
