data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2367113,764,THA587,587.0,"01 May 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Phanom Dong Rak",14.4457,103.305,2,"Daily the Pak Banker",International,"Troops from Thailand and Cambodia exchanged fire again late in the night on May 1 at the countries' disputed border in Phanom Dong Rak District, Surin Province, as the conflict entered its 10th day. There were no reports of injuries.",0,1545241346,THA
2367117,764,THA586,586.0,"30 April 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,Raman,,Raman,6.4786,101.4241,2,"The New Zealand Herald",International,"A group of suspected Muslim militants killed two soldiers and wounded five others when they set off a roadside bomb in Yala's Raman district. The blast sparked an exchange of gunfire for 10 minutes. No other details were reported.",2,1545241346,THA
2367116,764,THA585,585.0,"30 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Phanom Dong Rak",14.4457,103.305,2,"The Bangkok Post",National,"Fighting between Thai and Cambodian troops continued on the border in Phanom Dong Rak District, Surin Province for a ninth day on Apr 30. Two Thai soldiers were injured near Ta Kwai temple, bringing the total injury toll for Thai soldiers to 97, while seven soldiers and one civilian have been killed in total (coded across separate events).",0,1545241346,THA
2367119,764,THA584,584.0,"29 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Phanom Dong Rak",14.4457,103.305,2,"The Bangkok Post",National,"The exchange of fire between Thai and Cambodian troops along the border in Phanom Dong Rak District, Surin province continued from the night before into the morning of Apr 29. A total of ten soldiers were injured in the latest clash.",0,1545241346,THA
2367122,764,THA583,583.0,"28 April 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Si Sakhon",,"Si Sakhon",6.2313,101.5004,2,"The Nation",National,"While on patrol on Apr 28, a squad of rangers in Narathiwat Province's Si Sakhon district was hit by the bomb, which wounded five of them. A group of militants then opened fire on them, but retreated after soldiers from a nearby outpost arrived. No other details were reported.",0,1545241346,THA
2367121,764,THA581,581.0,"28 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Phanom Dong Rak",14.4457,103.305,2,"Thai News Service",National,"On Apr 28, heavy fighting continued on the Thai-Cambodian border in the northeastern Surin province killing another Thai soldier and wounding a number of others. Cambodian troops attacked a Thai military outpost on the Surin border in an attempt to seize the Ta Muen Kwai and Ta Muen temples in Phanom Dong Rak district. Thai troops retaliated leading to a gunfight that lasted overnight. The latest death brings the death toll of Thai soldiers to six on the seven consecutive days of fighting since it began.",1,1545241346,THA
2367124,764,THA579,579.0,"27 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Phanom Dong Rak",14.4457,103.305,2,"Thai News Service",National,"Thai and Cambodian forces clashed along the border in Surin Province for 12 consecutive days (Apr 22-May 3). No reported casualties on Apr 27.",0,1545241346,THA
2367128,764,THA575,575.0,"26 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Phanom Dong Rak",14.4457,103.305,2,"The Bangkok Post",National,"On April 26, Thai and Cambodian forces exchanged fire across the border corresponding to the area of Surin Province's Phanom Dong Rak District. No reported casualties.",0,1545241346,THA
2367127,764,THA574,574.0,"26 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Kap Choeng",,"Kap Choeng",14.4748,103.5943,2,"Thai News Service",National,"On April 26, the ongoing military confrontation at the Thai-Cambodian border killed a Thai resident in Surin province and injured several civilians. Cambodian troops fired rockets into the Thai territory near Chong Jom permanent border pass in Surin's Kap Choeng district. It was reported that the total casualties among Thai soldiers since the fighting began along the province's border were five killed and 69 wounded.",1,1545241346,THA
2367132,764,THA572,572.0,"25 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Ta Miang",14.4325,103.2578,2,"The Bangkok Post",National,"On Apr 25, a clash between Thai and Cambodian soldiers continued for the fourth day but no casualties were reported. Field reports said the clash took place around Ta Muen Thom temple near Ban Nong Khan Na in tambon Ta Miang of Surin Province's Phanom Dong Rak district. Other sources report that at least 8-12 soldiers have been killed and 23 others injured on both sides during the first three days of their clashes.",0,1545241346,THA
2367134,764,THA571,571.0,"24 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Phanom Dong Rak",14.4457,103.305,2,"The Bangkok Post",National,"On Apr 24, clashes continued between Thai and Cambodian troops along the border in Phanom Dong Rak District in Surin Province for the third day. No information on casualties provided.",0,1545241346,THA
2367136,764,THA570,570.0,"23 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Phanom Dong Rak",14.4457,103.305,2,"The Bangkok Post",National,"On Apr 23, the exchange of fire between Thai and Cambodian troops along the border restarted when Cambodian soldiers fired at Thai troops at Ta Kwai and Ta Muen temples in Phanom Dong Rak District in Surin Province, the same point where a gunfight took place a day ago. Later reports from another source say three Cambodian soldiers and one Thai were killed, bringing the total deaths to at least 8 over two days of fighting.",4,1545241346,THA
2367139,764,THA569,569.0,"22 April 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Surin,"Phanom Dong Rak",,"Phanom Dong Rak",14.4457,103.305,2,"The Bangkok Post",National,"Four Thai soldiers were killed and eight others wounded, in a five-hour clash with Cambodian soldiers along the Thai-Cambodian border in Phanom Dong Rak district of Surin province on Apr 22. Cambodian soldiers, after trespassing on the disputed territory, opened fire on the Thai soliders, which was followed by a clash. Other sources report that three Cambodian and two Thai soldiers were killed in the fighting, while others say three were killed on each side.",4,1545241346,THA
2367138,764,THA567,567.0,"22 April 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Su-Ngai Padi",,"Ban Sue Dae",6.0178,101.8443,1,"The Bangkok Post",National,"A civilian village volunteer was shot dead in Ban Suedae in Sungai Padi district of Narathiwat. The violence is linked to southern militant violence. No other details were reported.",1,1545241346,THA
2367142,764,THA564,564.0,"19 April 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Tak Bai",,"Tak Bai",6.2594,102.0546,2,"The Bangkok Post",National,"In Narathiwat Province on Apr 19, suspected militants opened fire on a roadside police kiosk on the Narathiwat-Tak Bai road in Tak Bai district. Officers on duty returned fire, prompting the attackers to retreat. No police were injured in the attack.",0,1545241346,THA
2367143,764,THA562,562.0,"18 April 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers","Military Forces of Thailand (2006-2014) Volunteer Defense Corps",1,12,"South-Eastern Asia",Thailand,Pattani,"Nong Chik",,"Nong Chik",6.8435,101.178,2,"The Bangkok Post",National,"A volunteer ranger and two civilians were killed in a clash with suspected militants in Pattani province on Apr 18. An unknown number of assailants attacked a paramilitary ranger outpost at Nam Dam village in Nong Chik district. Rangers returned fire and the assailants fled, prompting a chase by a team of rangers. The rangers were attacked again, sparking another exchange of gunfire.",3,1545241346,THA
2367144,764,THA559,559.0,"16 April 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Mueang Narathiwat",,Narathiwat,6.4263,101.823,2,"The Nation",National,"In Narathiwat's Mueang Narathiwat district on Apr 16, a volunteer ranger was seriously injured while riding a motorcycle home from the military base in Ra-Ngae district. Police blamed seperatist militants.",0,1545241346,THA
2367145,764,THA558,558.0,"14 April 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Rangae,6.2967,101.7284,2,"The Bangkok Post",National,"A village defence volunteer was killed in a drive-by shooting in Narathiwat Province's Ra-Ngae district by separatist militants on Apr 14.",1,1545241346,THA
2367146,764,THA554,554.0,"09 April 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)","Police Forces of Thailand (2006-2014)",1,12,"South-Eastern Asia",Thailand,Yala,Raman,,"Ban Cha Kuawa",6.492,101.546,2,"The Bangkok Post",National,"A suspected separatist militant was shot dead in a gunfight with joint police and military forces at a rubber plantation in tambon Cha Kuawa of Yala's Raman district on Apr 9. The security forces were conducting a raid and found five men. A gunfight occured for five minutes.",1,1545241346,THA
2367147,764,THA551,551.0,"05 April 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Pattani,"Nong Chik",,"Nong Chik",6.8435,101.178,2,"The Bangkok Post",National,"A village defence volunteer was shot dead at a market in Pattani's Nong Chik district in tambon Tuyong on Apr 5. The police were investigating whether the attack was done by southern militants.",1,1545241346,THA
2367152,764,THA548,548.0,"30 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Yala,"Mueang Yala",,Yala,6.5399,101.281,2,"Thai News Service",National,"A militant group linked with southern violence launched an attack on a military bases in Yala Province's Mueang Yala district on March 30. Two paramilitary troopers were injured. No other details were reported.",0,1545241346,THA
2367151,764,THA547,547.0,"30 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,Yaha,,Yaha,6.4767,101.132,2,"Thai News Service",National,"A militant group linked with southern violence launched an attack on a military base in Yala Province's Yaha district on March 30. No other details were reported.",0,1545241346,THA
2367149,764,THA545,545.0,"30 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Bannang Sata",,"Bannang Sata",6.2663,101.2646,2,"Thai News Service",National,"A militant group linked with southern violence launched an attack on a military base in Yala's Bannang Sata district on March 30. No other details were reported.",0,1545241346,THA
2367148,764,THA544,544.0,"30 March 2011",2011,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Bacho,,Bacho,6.5168,101.651,2,"Thai News Service",National,"In Narathiwat province, more than ten unidentified militants opened fire on a convoy of ten military buses carrying Narathiwat soldiers while they were en route to their base in Bajoh district. Twenty-six soldiers were injured in the attack. Authorities believe that a group of RKK separatists were responsible.",0,1545241346,THA
2367150,764,THA546,546.0,"30 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Than To",,"Than To",6.1673,101.18,2,"Thai News Service",National,"A militant group linked with southern violence launched an attack on a military base in Yala Province's Than To district on March 30. No other details were reported.",0,1545241346,THA
2367154,764,THA539,539.0,"22 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Chanae,,Chanae,6.0991,101.6935,2,"The Nation",National,"An eight-member security squad (assumed military) was attacked by separatist militants in Chanae district in Narathiwat Province while on patrol on March 22. Two troops were killed.",2,1545241346,THA
2367155,764,THA537,537.0,"21 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Chanae,,"Ban Chang Phueak",5.9736,101.6119,2,"The Nation",National,"In Narathiwat Province, two troops were killed in a clash with militants in Irsura village in Tambon Chang Phueak in Chanae district on March 21. The militants opened fire on the troops on patrol, leading to a gunfight that lasted about 10 minutes.",2,1545241346,THA
1987098,764,THA536,536,"19 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Si Sakhon",,"Si Sakhon",6.2313,101.5004,2,"The Nation",National,"In Narathiwat's Si Sakhon district on March 19, three paramilitary rangers were injured after suspected militants fired an M-79 grenade launcher at their operations base in tambon Si Banphot's Baan Aye Guede.",0,1542650829,THA
2367156,764,THA535,535.0,"19 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Bannang Sata",,"Bannang Sata",6.2663,101.2646,2,"The Nation",National,"Two suspected militants were killed and two escaped after gunshots were exchanged on March 19 with security forces (assumed military) in Yala Province's Bannang Sata district at a rubber plantation in Ban Talo.",2,1545241346,THA
2367157,764,THA534,534.0,"17 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,Yarang,,Yarang,6.7598,101.2933,2,"The Bangkok Post",National,"On March 17, militants attacked an outpost of the Pattani Military Task Force 21 at a school in tambon Sano of Yarang district, Pattani province, killing one soldier. The soldiers returned fire and the militants fled.",1,1545241346,THA
2367159,764,THA526,526.0,"15 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Thung Yang Daeng",,"Thung Yang Daeng",6.6182,101.4265,2,"The Bangkok Post",National,"Suspected militant attackers opened fire on a security forces checkpoint as they fled the scene of a crime in Thung Yang Daeng district of Pattani province on March 15. A brief clash with police manning the checkpoint followed and the assailants fled in their vehicle before police reinforcements arrived. No injuries were reported.",0,1545241346,THA
2367158,764,THA525,525.0,"15 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"The Bangkok Post",National,"A defence volunteer and a civillian were killed and three others wounded by gunmen who attacked a grocery shop on March 15 in Narathiwat's Rueso district in tambon Rueso.",2,1545241346,THA
2367160,764,THA524,524.0,"14 March 2011",2011,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,2,"Thai News Service",National,"A leader of a local RKK militant group in Pattani province was killed by police after trying to flee a search in Sai Buri district's Korbae Bador Village. The suspect and police then exchanged gunfire and when the shooting stopped, the suspect was found killed.",1,1545241346,THA
2367161,764,THA507,507.0,"05 March 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Khok Pho",,"Khok Pho",6.7313,101.1052,2,"The Bangkok Post",National,"On Phetkasem Road in Pattani Province, six patrol soldiers were ambushed by militants in tambon Napradu of Khok Pho District on March 5. No other details were reported.",0,1545241346,THA
2367164,764,THA501,501.0,"23 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Mueang Yala",,Yala,6.5399,101.281,3,"Thai News Service",National,"A bomb blast in Yala province, near Ban Ta Nor Poo Tae School, on Feb 23 left one soldier in critical condition after a homemade bomb was detonated and the hiding assailants exchanged fire with the officials.",0,1545241346,THA
2367165,764,THA494,494.0,"21 February 2011",2011,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Rangae,6.2967,101.7284,2,"The Bangkok Post",National,"A drive-by shooting killed two police officers in Narathiwat's Rangae district, and the gunmen are suspected members of the Runda Kumpulan Kecil militant group. No other details were reported.",2,1545241346,THA
2367166,764,THA491,491.0,"20 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Mueang Narathiwat",,Narathiwat,6.4263,101.823,2,"The Nation",National,"On Feb 20, a bomb went off in Narathiwat's Mueang district after suspected militants opened fire on a karaoke bar and a team of police arrived at the scene to respond. The bomb injured a further 15 people and caused structural damage. Police suspect that militants shot up the bar to lure police to the scene where the car-bomb was hidden.",0,1545241346,THA
2367169,764,THA488,488.0,"17 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,Yaring,,Yaring,6.8661,101.3689,2,"The Bangkok Post",National,"A member of an army intelligence unit was shot dead by a motorcycle gunman in Pattani Province's Yarang district in tambon Khao Tum on Feb 17. No other details were reported, but police are relating the attack to southern political unrest.",1,1545241346,THA
2367170,764,THA485,485.0,"16 February 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Sisaket,Kantharalak,,Kantharalak,14.6405,104.6499,2,"The Bangkok Post",National,"On Feb 16, Cambodian soldiers renewed their advancement with a series of attacks on Thai soldiers at Phu Ma Khua area, Kantharalak District, Sisakey Province, armed with machineguns, mortar rounds and rocket-propelled grenades (RPGs). The Thai side returned fire and held the Cambodian soldiers from making an advancement. There were no fatalities, but one Thai soldier was injured.",0,1545241346,THA
2367171,764,THA484,484.0,"15 February 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Sisaket,Kantharalak,,Kantharalak,14.6405,104.6499,2,"The Bangkok Post",National,"Five Thai soldiers were wounded, one seriously, in a clash with Cambodian soldiers who launched an attack on their base in Phu Ma Khua area near a disputed area in Kantharalak District, Sisaket province on Feb 15. The attack was followed by a clash between the two sides.",0,1545241346,THA
2367178,764,THA482,482.0,"12 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Yi-Ngo,,Yingo,6.4029,101.7062,2,"The Nation",National,"A policeman was shot dead near a mosque in Yi-Ngo district, Narathiwat Province on Feb 12 by four men who disguised themselves in traditional dress for a Muslim prayer session, before they shot the policeman and fled on two motorcycles.",1,1545241346,THA
2367177,764,THA481,481.0,"12 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"The Nation",National,"An unidentified militant was killed in a brief gunfight with policemen (assumed) in Rueso district, Narathiwat Province on Feb 12. No other details were reported.",1,1545241346,THA
2367176,764,THA479,479.0,"12 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Bacho,,Bacho,6.5168,101.651,2,"The Nation",National,"A gunfight took place in Bacho district, Narathiwat Province on Feb 12 after a security force (assumed police) trailed a group of militant commandoes that robbed supplies into the mountain range. A militant was found dead at the scene after the 20-minute exchange of fire.",1,1545241346,THA
2367179,764,THA477,477.0,"10 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,Mayo,,Mayo,6.7186,101.4098,2,"Thai News Service",National,"Security troops have shot and killed a fugitive wanted for many security- and militant violence related cases during a gunfight in Pattani's Mayo district on Feb 10. The troops and the suspects exchanged fire, resulting in his death.",1,1545241346,THA
2367180,764,THA471,471.0,"07 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Nong Chik",,"Nong Chik",6.8435,101.178,2,"Thai News Service",National,"A soldier was injured by militants when investigating an arson attack where the militants had lit the home of a former village assistant chief ablaze in Pattani's Nong Chik district. Police believe militants were behind the arson as many Buddhist communities have been recently targeted by militant groups.",0,1545241346,THA
2367181,764,THA470,470.0,"06 February 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Sisaket,Kantharalak,,Kantharalak,14.6405,104.6499,2,"The Nation",National,"Fighting between Thailand and Cambodia border troops erupted when the troops exchanged artillery shells at disputed border areas adjacent to the Preah Vihear Temple in Kantharalak District, Sisaket Province on Feb 4 and 6. In total, about 10 Thais were injured, eight of them soldiers, and Cambodian troops reportedly launched artilleries and rockets from their stations at Phu Ma Khua hill and Chong Don Aou at Thai villages. Later reports from the same source indicate that 3-4 Thais total were killed (coded across 2 events), including 1 civilian, and another 15 were injured in the clashes.",2,1545241346,THA
2367182,764,THA468,468.0,"04 February 2011",2011,1,"Battle-No change of territory","Military Forces of Thailand (2006-2014)",,1,"Military Forces of Cambodia (1993-)",,8,18,"South-Eastern Asia",Thailand,Sisaket,Kantharalak,,Kantharalak,14.6405,104.6499,2,"The Bangkok Post",National,"Fighting between Thailand and Cambodia border troops erupted when the troops exchanged artillery shells at disputed border areas adjacent to the Preah Vihear Temple in Kantharalak District, Sisaket Province on Feb 4 and 6. In total, about 10 Thais were injured, eight of them soldiers, and Cambodian troops reportedly launched artilleries and rockets from their stations at Phu Ma Khua hill and Chong Don Aou at Thai villages. Later reports from the same source indicate that 3-4 Thais total were killed (coded across 2 events), including 1 civilian, and another 15 were injured in the clashes.",1,1545241346,THA
2367187,764,THA465,465.0,"03 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Pattani,"Nong Chik",,"Nong Chik",6.8435,101.178,2,"The Bangkok Post",National,"A female volunteer paramilitary ranger was killed and another seriously wounded in a drive-by shooting in Pattani Province's Nong Chik district on Feb 3. Police blamed separatist militants.",1,1545241346,THA
2367188,764,THA460,460.0,"01 February 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Mueang Narathiwat",,Narathiwat,6.4263,101.823,2,"The Bangkok Post",National,"Six policemen received minor wounds when a bomb exploded on a road in Mueang Narathiwat district of Narathiwat province on Feb 1. The 15kg home-made bomb was buried on a road in tambon Manang Tayo and was detonated by militants as a police pick-up truck passed. After the explosion, there was a brief exchange of gunfire.",0,1545241346,THA
2367189,764,THA455,455.0,"26 January 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Rangae,6.2967,101.7284,2,"Thai News Service",National,"A local government defence volunteer was seriously wounded in a shooting attack in Narathiwat's Ra-Ngae district while riding a motorcycle to work on Jan 26. Police believe the attack was carried out by southern militants.",0,1545241346,THA
2367190,764,THA452,452.0,"25 January 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Pattani,"Mueang Pattani",,Pattani,6.8681,101.25,3,"Thai News Service",National,"A village defence volunteer was shot dead by militants in Pattani Province by at least four gunmen on motorcycles on Jan 25. No other details were reported.",1,1545241346,THA
2367191,764,THA442,442.0,"19 January 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Rangae,6.2967,101.7284,2,"Thai News Service",National,"Militants carried out a surprise attack on an army unit in Narathiwat Province's Ra-Ngae district on Jan 19, killing four soldiers and wounding six others. At least 40 men armed with military weapons assaulted on the Ror 15121 army outpost in Ban Marue Botok, with an exchange of gunfire lasting for 30 minutes.",4,1545241346,THA
2367192,764,THA441,441.0,"18 January 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Su-Ngai Kolok",,"Sungai Kolok",6.0297,101.9658,1,"The Nation",National,"A defence volunteer was shot dead in Narathiwat province in Sungai Kolok municipal area, Su-Ngai Kolok District on Jan 18. Police blame seperatist miltants.",1,1545241346,THA
2367193,764,THA432,432.0,"08 January 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Yala,"Mueang Yala",,Yala,6.5399,101.281,2,"The Bangkok Post",National,"A paramilitary ranger was killed and another seriously injured in a drive-by shooting on the Kotabaru-Yala road at Moo 6 in tambon Budee of Yala's Muang district. Police blamed separatist militants for the attack.",1,1545241346,THA
2367195,764,THA430,430.0,"07 January 2011",2011,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Rangae,6.2967,101.7284,2,"The Bangkok Post",National,"A duty officer at a police station was shot dead by two suspected militants in Tanyong Limo village in tambon Tanyong Limo, Ra-Ngae district, Narathiwat province on Jan 7.",1,1545241346,THA
